date,124-trimethylbenzene,224-trimethylpentane,234-trimethylpentane,23-dimethylbutane,23-dimethylpentane,2-methylheptane,3-methylhexane,3-methylpentane,acetylene,benzene,cis-2-butene,cis-2-pentene,ethane,ethylbenzene,ethylene,isobutane,isopentane,isoprene,isopropylbenzene,m_p_xylene,m-diethylbenzene,m-ethyltoluene,n-butane,n-decane,n-heptane,n-hexane,n-nonane,n-octane,n-pentane,n-propylbenzene,n-undecane,o-ethyltoluene,o-xylene,propane,propylene,styrene,toluene,trans-2-butene,trans-2-pentene,unidentified,tnmoc
2005-06-30T03:00:00.000000,0.005,1.960001,0.74,1.550001,0.59,0.33,1.140001,3.600002,2.920002,2.460002,0.005,0.28,16.960011,0.860001,5.120003,5.500003,15.34001,0.56,0.25,3.150002,0.005,0.850001,7.710005,0.45,1.050001,4.840003,0.41,0.5,5.380003,0.23,0.35,0.28,0.990001,12.970008,1.800001,0.46,5.500003,0.005,0.51,11.473523,119.08359
2005-07-01T03:00:00.000000,0.49,0.7,0.31,0.56,0.23,0.18,0.5,1.640001,1.090001,1.340001,0.005,0.11,10.880007,0.33,1.970001,4.370003,4.750003,1.370001,0.005,1.190001,0.11,0.53,5.390003,0.31,0.54,8.680005,0.28,0.23,2.680002,0.15,0.36,0.18,0.44,10.170006,1.050001,0.23,2.220001,0.005,0.19,8.411144,74.176185
2005-07-01T06:00:00.000000,0.51,1.030001,0.27,0.46,0.27,0.25,0.61,1.720001,0.53,1.640001,0.005,0.12,9.710006,0.22,2.140001,3.830002,4.420003,2.830002,0.005,0.76,0.005,0.32,4.900003,0.4,0.54,7.400005,0.37,0.38,2.400002,0.005,0.51,0.22,0.29,9.660006,1.030001,0.27,1.730001,0.005,0.13,23.060201,84.95524
2005-07-02T03:00:00.000000,0.27,0.54,0.005,0.005,0.005,0.005,0.26,2.490002,0.65,1.660001,0.005,0.005,7.740005,0.29,2.520002,3.200002,4.520003,1.460001,0.005,0.62,0.005,0.005,4.500003,0.005,0.35,8.550005,0.005,0.005,2.190001,0.005,0.005,0.005,0.27,7.230005,0.810001,0.54,1.890001,0.005,0.800001,16.426717,69.85675
2005-07-02T06:00:00.000000,0.3,0.79,0.005,0.63,0.29,0.005,0.41,2.860002,0.58,1.570001,0.005,0.38,12.580008,0.33,2.630002,8.480005,9.220006,2.100001,0.005,0.62,0.005,0.005,14.640009,0.005,0.820001,5.970004,0.005,0.25,4.560003,0.005,0.005,0.005,0.26,19.100012,1.100001,0.5,1.830001,0.005,0.32,14.585792,107.76585
2005-07-03T03:00:00.000000,1.670001,3.240002,1.230001,1.200001,0.73,0.29,1.420001,7.240005,3.210002,4.990003,0.005,0.42,16.71001,0.960001,16.14001,5.770004,14.390009,0.810001,0.32,3.780002,0.005,0.960001,7.240005,0.42,1.190001,22.210014,0.46,0.63,7.880005,0.29,0.37,0.36,1.450001,13.010008,3.710002,0.4,7.750005,0.005,0.860001,67.754854,221.47995
2005-07-04T03:00:00.000000,1.210001,1.710001,0.56,0.830001,0.4,0.005,0.24,3.080002,2.830002,5.000003,0.5,0.44,30.010019,1.450001,13.580008,7.260005,11.060007,1.090001,0.005,2.330001,0.005,0.850001,9.720006,0.46,0.800001,7.040004,0.49,0.28,6.370004,0.005,0.46,0.25,0.910001,13.920009,12.900008,1.950001,6.560004,0.56,0.850001,8.570157,156.54025
2005-07-04T06:00:00.000000,0.49,1.340001,0.41,0.71,0.26,0.22,1.010001,3.260002,1.500001,7.930005,0.27,0.22,27.260017,0.890001,14.810009,4.840003,8.240005,7.460005,0.005,1.480001,0.005,0.37,8.450005,0.33,0.73,7.640005,0.3,0.27,5.270003,0.005,0.33,0.49,0.52,10.180006,11.560007,1.460001,8.000005,0.3,0.44,67.259063,206.51415
2005-07-05T03:00:00.000000,1.710001,3.860002,1.320001,1.100001,0.64,0.42,1.180001,2.490002,3.050002,2.660002,0.005,0.61,10.310006,1.310001,4.520003,3.580002,10.640007,2.290001,0.005,4.710003,0.005,1.930001,6.020004,0.46,1.090001,6.500004,0.48,0.65,5.180003,0.36,0.38,0.64,1.680001,9.680006,2.470002,0.46,8.690005,1.790001,1.040001,28.782139,134.697205
2005-07-05T06:00:00.000000,1.990001,3.510002,1.160001,1.050001,0.64,0.4,1.180001,2.160001,2.610002,2.770002,0.14,0.53,9.180006,1.150001,5.890004,4.120003,11.840007,6.020004,0.005,3.900002,0.005,1.380001,6.390004,0.32,1.060001,2.950002,0.36,0.55,4.960003,0.28,0.28,0.61,1.440001,9.930006,4.700003,0.47,7.800005,1.060001,0.920001,58.270234,163.9803
2005-07-07T03:00:00.000000,0.79,1.350001,0.44,0.39,0.22,0.005,0.47,0.69,1.140001,1.010001,0.005,0.2,2.570002,0.46,1.900001,0.78,3.730002,1.870001,0.005,1.680001,0.005,0.69,1.970001,0.47,0.5,0.75,0.45,0.31,1.680001,0.005,0.53,0.31,0.64,2.260001,0.74,0.22,3.140002,0.005,0.4,12.022098,46.80212
2005-07-07T06:00:00.000000,1.120001,2.020001,0.66,0.55,0.39,0.13,0.71,1.110001,1.730001,1.630001,0.005,0.35,3.150002,0.71,2.960002,1.120001,5.700004,5.890004,0.005,2.450002,0.005,0.75,2.720002,0.27,0.58,1.160001,0.34,0.39,2.400002,0.2,0.23,0.65,0.930001,3.190002,1.240001,0.23,4.470003,0.005,0.61,16.084262,68.844295
2005-07-08T03:00:00.000000,0.62,1.160001,0.39,0.51,0.31,0.08,0.47,2.820002,1.700001,1.630001,0.08,0.12,13.990009,0.4,4.920003,4.370003,4.970003,0.46,0.005,1.860001,0.22,0.41,4.500003,0.39,0.49,14.700009,0.2,0.25,2.570002,0.33,0.16,0.15,0.53,11.870007,1.820001,0.46,2.670002,0.09,0.23,32.869498,115.77455
2005-07-08T06:00:00.000000,1.280001,2.810002,1.040001,1.230001,0.48,0.33,0.890001,3.080002,2.710002,8.380005,0.17,0.52,21.110013,0.950001,14.880009,7.470005,10.790007,5.030003,0.36,2.850002,0.32,0.870001,9.320006,0.66,1.020001,9.230006,0.51,0.880001,5.670004,0.24,0.47,0.42,1.070001,18.660012,2.930002,0.32,5.400003,0.16,0.54,41.954459,187.00455
2005-07-09T03:00:00.000000,0.830001,2.140001,0.62,0.820001,0.37,0.28,0.76,1.690001,1.300001,1.650001,0.005,0.34,9.460006,0.66,2.330001,4.350003,8.510005,3.060002,0.005,2.460002,0.005,1.310001,6.450004,0.18,0.900001,4.270003,0.41,0.59,4.540003,0.005,0.005,0.35,0.850001,9.480006,0.940001,0.4,4.430003,0.005,0.55,63.089352,140.3994
