Date,Component,Concentration,Uncertainty,Uncertainty_Ratio
2001-06-23T01:00:00Z,Pb,0.00162,5.63e-4,0.3475308641975309
2001-06-23T01:00:00Z,Se,5e-4,0.001371,2.742
2001-06-23T01:00:00Z,Zn,0.0122,0.00323,0.2647540983606557
2001-06-23T01:00:00Z,SO4,3.46,0.347,0.10028901734104045
2001-06-23T01:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-23T01:00:00Z,OC,41.4,2.67,0.0644927536231884
2001-06-23T01:00:00Z,EC,0.85,0.607,0.7141176470588235
2001-06-23T01:00:00Z,Mass,77.4,930,12.01550387596899
2001-06-23T02:00:00Z,Cd,1.4e-4,6.39e-4,4.564285714285715
2001-06-23T02:00:00Z,Cu,0.00247,6.87e-4,0.27813765182186234
2001-06-23T02:00:00Z,Fe,0.0134,0.00471,0.35149253731343283
2001-06-23T02:00:00Z,Mn,9.7e-4,2.57e-4,0.2649484536082474
2001-06-23T02:00:00Z,Ni,2.1e-4,0.00102,4.857142857142858
2001-06-23T02:00:00Z,Pb,0.00203,6.53e-4,0.3216748768472906
2001-06-23T02:00:00Z,Se,7.1e-4,0.001701,2.395774647887324
2001-06-23T02:00:00Z,Zn,0.0125,0.00323,0.25839999999999996
2001-06-23T02:00:00Z,SO4,3.42,0.342,0.1
2001-06-23T02:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-23T02:00:00Z,OC,42,2.62,0.062380952380952384
2001-06-23T02:00:00Z,EC,1.1,0.567,0.5154545454545454
2001-06-23T02:00:00Z,Mass,81.4,978,12.014742014742014
2001-06-23T03:00:00Z,Cd,0.00126,0.001059,0.8404761904761905
2001-06-23T03:00:00Z,Cu,0.00378,6.77e-4,0.1791005291005291
2001-06-23T03:00:00Z,Fe,0.0118,0.00486,0.411864406779661
2001-06-23T03:00:00Z,Mn,0.00184,2.47e-4,0.1342391304347826
2001-06-23T03:00:00Z,Ni,9.5e-4,0.00103,1.0842105263157895
2001-06-23T03:00:00Z,Pb,0.00813,8.33e-4,0.102460024600246
2001-06-23T03:00:00Z,Se,8.8e-4,0.001431,1.6261363636363635
2001-06-23T03:00:00Z,Zn,0.0229,0.00376,0.16419213973799127
2001-06-23T03:00:00Z,SO4,3.48,0.349,0.10028735632183908
2001-06-23T03:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-23T03:00:00Z,OC,71.2,4.17,0.05856741573033707
2001-06-23T03:00:00Z,EC,1.33,0.627,0.4714285714285714
2001-06-23T03:00:00Z,Mass,107,1284,12
2001-06-23T04:00:00Z,Cd,0.00139,5.19e-4,0.37338129496402883
2001-06-23T04:00:00Z,Cu,5.35e-4,8.92e-4,1.6672897196261682
2001-06-23T04:00:00Z,Fe,0.0159,0.00426,0.2679245283018868
2001-06-23T04:00:00Z,Mn,0.00135,1.97e-4,0.1459259259259259
2001-06-23T04:00:00Z,Ni,0.00293,8e-4,0.27303754266211605
2001-06-23T04:00:00Z,Pb,0.022,0.00138,0.06272727272727273
2001-06-23T04:00:00Z,Se,6.9e-4,0.001251,1.8130434782608695
2001-06-23T04:00:00Z,Zn,0.024,0.00382,0.15916666666666668
2001-06-23T04:00:00Z,SO4,3.22,0.322,0.09999999999999999
2001-06-23T04:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-23T04:00:00Z,OC,6.46,0.857,0.1326625386996904
2001-06-23T04:00:00Z,EC,0.8,0.567,0.7087499999999999
2001-06-23T04:00:00Z,Mass,22.8,273.6,12
2001-06-23T05:00:00Z,Cd,8.3e-4,7.59e-4,0.9144578313253012
2001-06-23T05:00:00Z,Cu,5.35e-4,8.92e-4,1.6672897196261682
2001-06-23T05:00:00Z,Fe,0.0229,0.00522,0.2279475982532751
2001-06-23T05:00:00Z,Mn,0.00131,1.87e-4,0.14274809160305343
2001-06-23T05:00:00Z,Ni,0.00132,8.2e-4,0.6212121212121212
2001-06-23T05:00:00Z,Pb,0.0363,0.00211,0.0581267217630854
2001-06-23T05:00:00Z,Se,7.2e-4,0.001161,1.6124999999999998
2001-06-23T05:00:00Z,Zn,0.0192,0.00355,0.18489583333333337
2001-06-23T05:00:00Z,SO4,2.99,0.299,0.09999999999999999
2001-06-23T05:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-23T05:00:00Z,OC,4.01,0.807,0.20124688279301747
2001-06-23T05:00:00Z,EC,0.55,0.587,1.0672727272727272
2001-06-23T05:00:00Z,Mass,16.9,202.8,12.000000000000002
2001-06-23T06:00:00Z,Cd,5.3e-4,4.59e-4,0.8660377358490566
2001-06-23T06:00:00Z,Cu,0.00141,5.67e-4,0.4021276595744681
2001-06-23T06:00:00Z,Fe,0.0184,0.00444,0.24130434782608698
2001-06-23T06:00:00Z,Mn,0.00111,1.87e-4,0.16846846846846844
2001-06-23T06:00:00Z,Ni,7.4e-4,7.6e-4,1.0270270270270272
2001-06-23T06:00:00Z,Pb,0.0432,0.00277,0.06412037037037037
2001-06-23T06:00:00Z,Se,0.00093000000000000005,0.001131,1.2161290322580645
2001-06-23T06:00:00Z,Zn,0.0199,0.00359,0.18040201005025125
2001-06-23T06:00:00Z,SO4,4.79,0.48,0.10020876826722337
2001-06-23T06:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-23T06:00:00Z,OC,3.68,0.707,0.1921195652173913
2001-06-23T06:00:00Z,EC,0.25,0.417,1.668
2001-06-23T06:00:00Z,Mass,23,276,12
